code;email;name
108303;Ludovic.Girardin@salt.ch;Poste.CH.SA.Versoix
108308;Ludovic.Girardin@salt.ch;Poste.CH.SA.Coppet
108312;Ludovic.Girardin@salt.ch;Poste.CH.SA.CossonayVille
108318;Ludovic.Girardin@salt.ch;Poste.CH.SA.Vallorbe
108321;Ludovic.Girardin@salt.ch;Poste.CH.SA.Le.Sentier
108323;Ludovic.Girardin@salt.ch;Poste.CH.SA.Orbe
108324;Ludovic.Girardin@salt.ch;Poste.CH.SA.Chavornay
108332;Ludovic.Girardin@salt.ch;Poste.CH.SA.MontagnyChamard
108334;Ludovic.Girardin@salt.ch;Poste.CH.SA.SteCroix
108337;Ludovic.Girardin@salt.ch;Poste.CH.SA.EstavayerleLac
108340;Ludovic.Girardin@salt.ch;Poste.CH.SA.Moudon
108346;Emir.Mustafa@salt.ch;Poste.CH.SA.Domdidier
108349;Ludovic.Girardin@salt.ch;Poste.CH.SA.Avenches
108357;Ludovic.Girardin@salt.ch;Poste.CH.SA.OronlaVille
108360;Ludovic.Girardin@salt.ch;Poste.CH.SA.ChâtelStDenis
108367;Ludovic.Girardin@salt.ch;Poste.CH.SA.Broc
108376;Ludovic.Girardin@salt.ch;Poste.CH.SA.Romont.FR
108383;Emir.Mustafa@salt.ch;Post.CH.AG.Tafers
108387;Ludovic.Girardin@salt.ch;Post.CH.AG.Plaffeien
108390;Ludovic.Girardin@salt.ch;Poste.CH.SA.Marly.1
108394;Ludovic.Girardin@salt.ch;Poste.CH.SA.FarvagnyleGrand
108399;Ludovic.Girardin@salt.ch;Poste.CH.SA.VillarssurGlâne.1
108407;Emir.Mustafa@salt.ch;Poste.CH.SA.Courtepin
108414;Ludovic.Girardin@salt.ch;Poste.CH.SA.Blonay
108415;Ludovic.Girardin@salt.ch;Poste.CH.SA.Clarens
108417;Ludovic.Girardin@salt.ch;Poste.CH.SA.Montreux.2.Centre
108420;Ludovic.Girardin@salt.ch;Poste.CH.SA.Châteaud'Oex
108421;Ludovic.Girardin@salt.ch;Poste.CH.SA.Villeneuve.VD
108424;Ludovic.Girardin@salt.ch;Poste.CH.SA.Leysin
108429;Ludovic.Girardin@salt.ch;Poste.CH.SA.Monthey.1
100869;Ludovic.Girardin@salt.ch;Poste.CH.SA
104091;Ludovic.Girardin@salt.ch;Poste.CH.SA.Bex
